event_id,timestamp,region,substation_id,transformer_id,latitude,longitude,voltage_kv,current_amp,power_mw,frequency_hz,load_percent,power_factor,temperature_c,energy_generated_mwh,energy_consumed_mwh,outage_duration_min,communication_latency_ms,fault_indicator,anomaly_score,risk_score,status,anomaly_type,ingestion_time,ingestion_batch,voltage_deviation_kv,frequency_deviation_hz,power_quality_score,voltage_stability_score,calculated_power_mw,transmission_efficiency,load_percent_zscore,temperature_c_zscore,power_mw_zscore,transformation_time,silver_version,anomaly_flag,hour_of_day,date
EVT-0074107,2025-06-20 13:49:36.774463,Central,SUB-028,TR-028011,20.2884,76.2009,41.79,63.33,2.34,50.05,66.0,0.8843,44.72,-24.93,15.56,0.0,4.11,0,0.0874,55,Warning,Temperature Spike,2026-09-05T19:42:40.361482,batch_001,1.79,0.05,71.1,91.0,2.34,-160.2,0.551,-0.325,0.997,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0130613,2025-06-20 13:49:14.747245,Central,SUB-028,TR-028004,20.2884,76.2009,39.0,60.26,2.21,49.97,48.0,0.9386,43.14,-33.96,-16.47,0.0,12.0,0,0.0469,33,Low,Compound Anomaly,2026-09-05T19:42:40.361482,batch_001,-1.0,-0.03,84.6,95.0,2.21,206.2,-0.254,-0.531,0.798,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0079717,2025-06-20 13:47:55.721542,East,SUB-012,TR-012009,23.2599,77.4126,43.59,78.3,2.95,49.75,84.0,0.8633,50.36,93.42,0.81,0.0,5.06,1,0.5226,92,Critical,Overload,2026-09-05T19:42:40.361482,batch_001,3.59,-0.25,65.8,82.0,2.95,11533.3,1.356,0.409,1.931,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0054604,2025-06-20 13:47:32.512985,South,SUB-009,TR-009009,17.385,78.4867,40.21,47.22,1.78,49.94,48.0,0.9391,39.9,-3.56,1.95,0.0,3.61,0,0.0198,24,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.21,-0.06,84.8,99.0,1.78,-182.6,-0.254,-0.952,0.14,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0087772,2025-06-20 13:46:11.950279,North,SUB-024,TR-024016,26.7461,78.9824,43.38,87.16,2.93,49.7,90.0,0.7739,56.0,57.75,12.6,0.0,21.76,0,0.4119,93,Critical,Power Factor Anomaly,2026-09-05T19:42:40.361482,batch_001,3.38,-0.3,43.5,83.1,2.93,458.3,1.624,1.143,1.9,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0082359,2025-06-20 13:46:09.642192,West,SUB-021,TR-021010,19.6776,72.7323,43.42,75.32,2.79,49.81,84.0,0.8528,50.45,-2.8,7.89,0.0,9.34,0,0.3076,80,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,3.42,-0.19,63.2,82.9,2.79,-35.5,1.356,0.421,1.686,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0109214,2025-06-20 13:45:51.702463,East,SUB-020,TR-020017,25.5941,82.472,39.0,34.6,1.26,50.05,48.0,0.9314,44.58,-34.17,-15.53,0.0,6.49,0,0.051,31,Low,Voltage Fluctuation,2026-09-05T19:42:40.361482,batch_001,-1.0,0.05,82.8,95.0,1.26,220.0,-0.254,-0.343,-0.656,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0105292,2025-06-20 13:44:27.737844,Central,SUB-015,TR-015001,25.3948,79.4625,42.45,67.83,2.44,50.21,84.0,0.849,52.72,52.17,-0.15,0.0,11.61,0,0.2737,71,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,2.45,0.21,62.2,87.8,2.44,-34780.0,1.356,0.716,1.15,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0045944,2025-06-20 13:44:18.419058,North,SUB-002,TR-002013,26.9124,75.7873,39.8,37.41,1.37,50.1,48.0,0.9172,38.87,3.15,-33.18,0.0,2.17,0,0.0279,27,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.2,0.1,79.3,99.0,1.37,-9.5,-0.254,-1.087,-0.488,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0020731,2025-06-20 13:42:21.544145,South,SUB-009,TR-009006,17.385,78.4867,41.0,46.59,1.77,50.09,48.0,0.9289,42.35,8.79,-13.68,0.0,7.26,0,0.0585,31,Low,Generation Drop,2026-09-05T19:42:40.361482,batch_001,1.0,0.09,82.2,95.0,1.77,-64.3,-0.254,-0.634,0.125,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0033485,2025-06-20 13:42:09.331501,North,SUB-001,TR-001015,28.6139,77.209,39.46,48.93,1.83,50.03,48.0,0.9477,42.84,-67.0,11.55,0.0,10.25,0,0.0285,27,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.54,0.03,86.9,97.3,1.83,-580.1,-0.254,-0.57,0.216,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0038752,2025-06-20 13:40:28.244226,North,SUB-024,TR-024003,26.7461,78.9824,39.78,46.89,1.75,49.98,48.0,0.9369,42.75,-72.25,16.33,0.0,2.33,0,0.0136,22,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.22,-0.02,84.2,98.9,1.75,-442.4,-0.254,-0.582,0.094,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0034932,2025-06-20 13:40:12.317238,Central,SUB-015,TR-015010,25.3948,79.4625,39.19,56.01,1.98,49.95,66.0,0.9037,45.2,-8.27,-23.06,0.0,8.17,0,0.0421,46,Low,Generation Drop,2026-09-05T19:42:40.361482,batch_001,-0.81,-0.05,75.9,96.0,1.98,35.9,0.551,-0.263,0.446,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0058073,2025-06-20 13:39:30.191671,West,SUB-021,TR-021019,19.6776,72.7323,39.74,48.69,1.78,49.94,48.0,0.9193,43.29,68.58,22.12,0.0,2.14,0,0.0232,23,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.26,-0.06,79.8,98.7,1.78,310.0,-0.254,-0.511,0.14,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0085721,2025-06-20 13:38:26.144999,West,SUB-006,TR-006001,23.0225,72.5799,42.67,83.33,2.92,50.16,84.0,0.8214,52.0,37.31,5.71,0.0,4.04,0,0.2819,75,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,2.67,0.16,55.4,86.6,2.92,653.4,1.356,0.622,1.885,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0123106,2025-06-20 13:37:59.303945,West,SUB-021,TR-021001,19.6776,72.7323,37.37,72.27,2.43,50.15,84.0,0.9,51.55,13.33,-11.48,0.0,10.52,0,0.2521,71,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,-2.63,0.15,75.0,86.8,2.43,-116.1,1.356,0.564,1.135,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0032835,2025-06-20 13:37:04.450945,South,SUB-022,TR-022012,15.2993,74.124,37.08,72.23,2.41,50.24,84.0,0.9,54.22,-94.69,-46.5,0.0,10.94,0,0.2808,77,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,-2.92,0.24,75.0,85.4,2.41,203.6,1.356,0.911,1.104,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0042223,2025-06-20 13:36:51.127124,East,SUB-012,TR-012017,23.2599,77.4126,43.75,82.4,3.03,49.72,90.0,0.84,56.0,-120.13,-7.25,0.0,22.18,0,0.4019,86,Critical,Overload,2026-09-05T19:42:40.361482,batch_001,3.75,-0.28,60.0,81.2,3.03,1657.0,1.624,1.143,2.053,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0135596,2025-06-20 13:35:59.722476,East,SUB-013,TR-013005,21.1466,79.0882,41.91,54.66,2.02,50.12,66.0,0.8823,46.87,-13.44,22.03,0.0,6.12,0,0.1071,53,Warning,Frequency Deviation,2026-09-05T19:42:40.361482,batch_001,1.91,0.12,70.6,90.4,2.02,-61.0,0.551,-0.045,0.507,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0019003,2025-06-20 13:35:13.579369,Central,SUB-015,TR-015008,25.3948,79.4625,35.54,83.63,1.83,50.33,99.26,0.616,66.67,-70.64,-7.06,0.0,52.26,0,0.6801,98,Critical,Compound Anomaly,2026-09-05T19:42:40.361482,batch_001,-4.46,0.33,4.0,77.7,1.83,1000.6,2.038,2.532,0.216,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0112609,2025-06-20 13:34:53.224644,North,SUB-003,TR-003006,32.3246,74.7901,45.47,88.11,2.87,49.65,100.0,0.7157,63.55,33.22,2.14,0.0,20.24,0,0.6707,98,Critical,Compound Anomaly,2026-09-05T19:42:40.361482,batch_001,5.47,-0.35,28.9,72.6,2.87,1552.3,2.071,2.126,1.808,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0053451,2025-06-20 13:34:20.161219,East,SUB-023,TR-023010,21.2787,82.1406,39.49,53.11,1.91,49.94,48.0,0.9104,40.83,37.71,-12.27,0.0,4.47,0,0.0327,26,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.51,-0.06,77.6,97.4,1.91,-307.3,-0.254,-0.831,0.339,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0096779,2025-06-20 13:34:03.983172,North,SUB-001,TR-001005,28.6139,77.209,36.5,84.38,2.27,49.74,90.0,0.7361,61.89,-17.77,-40.99,0.0,30.67,0,0.4706,90,Critical,Overload,2026-09-05T19:42:40.361482,batch_001,-3.5,-0.26,34.0,82.5,2.27,43.4,1.624,1.91,0.89,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0064551,2025-06-20 13:33:41.605857,West,SUB-019,TR-019001,22.3167,78.03,43.78,74.22,2.73,49.71,83.16,0.84,56.0,113.88,21.77,0.0,17.57,0,0.3475,84,High Risk,Voltage Fluctuation,2026-09-05T19:42:40.361482,batch_001,3.78,-0.29,60.0,81.1,2.73,523.1,1.318,1.143,1.594,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0131110,2025-06-20 13:33:30.036978,West,SUB-021,TR-021008,19.6776,72.7323,39.0,46.46,1.69,50.04,48.0,0.9312,41.23,-39.24,7.57,0.0,10.06,0,0.0485,32,Low,Frequency Deviation,2026-09-05T19:42:40.361482,batch_001,-1.0,0.04,82.8,95.0,1.69,-518.4,-0.254,-0.779,0.002,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0094159,2025-06-20 13:31:45.671959,East,SUB-013,TR-013009,21.1466,79.0882,39.87,53.84,2.07,49.98,48.0,0.9663,43.8,-47.73,-10.06,0.0,3.19,0,0.0095,25,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.13,-0.02,91.6,99.4,2.07,474.5,-0.254,-0.445,0.584,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0107267,2025-06-20 13:31:37.976358,West,SUB-007,TR-007010,18.5204,73.8567,42.69,78.82,2.6,49.76,89.97,0.7716,59.18,81.3,0.4,0.0,14.61,0,0.4006,87,Critical,Overload,2026-09-05T19:42:40.361482,batch_001,2.69,-0.24,42.9,86.6,2.6,20325.0,1.623,1.557,1.395,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0142677,2025-06-20 13:31:33.658956,West,SUB-021,TR-021013,19.6776,72.7323,35.66,90.66,1.81,49.61,99.53,0.56,67.96,32.84,-8.65,0.0,11.04,0,0.7189,100,Critical,Compound Anomaly,2026-09-05T19:42:40.361482,batch_001,-4.34,-0.39,-10.0,78.3,1.81,-379.7,2.05,2.7,0.186,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0007140,2025-06-20 13:31:27.624826,East,SUB-023,TR-023014,21.2787,82.1406,39.0,35.16,1.28,49.97,48.0,0.9314,42.65,14.25,-16.3,0.0,1.47,0,0.0469,33,Low,Generation Drop,2026-09-05T19:42:40.361482,batch_001,-1.0,-0.03,82.8,95.0,1.28,-87.4,-0.254,-0.595,-0.625,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0089071,2025-06-20 13:30:32.359352,Central,SUB-014,TR-014016,26.8206,80.2701,36.47,77.77,2.44,49.78,84.0,0.8613,52.13,-21.51,-2.11,0.0,3.36,0,0.3149,79,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,-3.53,-0.22,65.3,82.4,2.44,1019.4,1.356,0.639,1.15,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0085559,2025-06-20 13:30:28.174286,South,SUB-026,TR-026013,17.3618,78.531,43.14,76.46,2.72,50.18,84.0,0.8239,53.1,1.62,27.14,0.0,8.34,0,0.3035,75,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,3.14,0.18,56.0,84.3,2.72,6.0,1.356,0.766,1.579,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0004383,2025-06-20 13:29:29.887269,Central,SUB-028,TR-028012,20.2884,76.2009,39.0,43.28,1.58,50.04,48.0,0.9354,44.46,6.29,7.74,0.0,1.47,0,0.0484,29,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-1.0,0.04,83.9,95.0,1.58,81.3,-0.254,-0.359,-0.166,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0024494,2025-06-20 13:28:53.212519,West,SUB-005,TR-005011,19.076,72.8777,39.05,37.92,1.38,50.01,48.0,0.9321,42.36,61.21,22.98,0.0,1.51,0,0.0396,31,Low,Generation Drop,2026-09-05T19:42:40.361482,batch_001,-0.95,0.01,83.0,95.2,1.38,266.4,-0.254,-0.632,-0.472,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0009376,2025-06-20 13:27:59.785636,North-East,SUB-018,TR-018006,29.0588,76.0231,39.24,41.78,1.55,50.07,48.0,0.9483,43.61,-63.66,19.0,0.0,3.52,0,0.0448,29,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.76,0.07,87.1,96.2,1.55,-335.1,-0.254,-0.47,-0.212,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0077495,2025-06-20 13:27:27.880399,West,SUB-005,TR-005005,19.076,72.8777,41.0,49.73,1.92,49.97,48.0,0.9411,43.53,-4.38,-4.75,0.0,2.13,0,0.0461,28,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,1.0,-0.03,85.3,95.0,1.92,92.2,-0.254,-0.48,0.354,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0114854,2025-06-20 13:26:10.572205,North-East,SUB-018,TR-018018,29.0588,76.0231,39.86,36.64,1.4,50.1,48.0,0.9591,38.68,-27.8,-22.33,0.0,3.93,0,0.0254,23,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.14,0.1,89.8,99.3,1.4,124.5,-0.254,-1.111,-0.442,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0087046,2025-06-20 13:25:49.555900,North-East,SUB-027,TR-027013,28.5355,76.2346,40.59,41.0,1.53,50.06,48.0,0.9217,41.52,15.4,-25.66,0.0,1.3,0,0.0364,27,Normal,Frequency Deviation,2026-09-05T19:42:40.361482,batch_001,0.59,0.06,80.4,97.0,1.53,-60.0,-0.254,-0.742,-0.243,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0112725,2025-06-20 13:25:19.829507,East,SUB-012,TR-012001,23.2599,77.4126,39.22,54.24,2.0,50.05,48.0,0.9385,41.07,46.83,21.7,0.0,2.72,0,0.0405,28,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.78,0.05,84.6,96.1,2.0,215.8,-0.254,-0.8,0.477,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0008491,2025-06-20 13:25:15.499200,East,SUB-012,TR-012016,23.2599,77.4126,40.35,39.59,1.45,50.04,48.0,0.9067,41.61,-7.83,-3.15,0.0,12.0,0,0.0222,27,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.35,0.04,76.7,98.2,1.45,248.6,-0.254,-0.73,-0.365,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0039921,2025-06-20 13:24:00.683361,North,SUB-024,TR-024002,26.7461,78.9824,43.59,63.32,2.31,50.22,84.0,0.836,55.35,58.55,10.97,0.0,3.28,0,0.3288,84,High Risk,Voltage Fluctuation,2026-09-05T19:42:40.361482,batch_001,3.59,0.22,59.0,82.0,2.31,533.7,1.356,1.059,0.951,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0052310,2025-06-20 13:21:51.744289,North,SUB-004,TR-004013,25.2048,77.3948,42.73,76.89,2.72,49.8,84.0,0.8291,52.6,-83.96,-6.69,0.0,7.37,0,0.2896,75,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,2.73,-0.2,57.3,86.4,2.72,1255.0,1.356,0.701,1.579,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0117913,2025-06-20 13:19:38.872076,North,SUB-002,TR-002015,26.9124,75.7873,40.58,34.47,1.3,50.0,48.0,0.9299,41.98,36.31,-2.32,0.0,12.0,0,0.0241,29,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.58,0.0,82.5,97.1,1.3,-1565.1,-0.254,-0.682,-0.595,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0093586,2025-06-20 13:19:28.317814,North,SUB-024,TR-024014,26.7461,78.9824,36.63,70.14,2.16,49.79,83.55,0.84,57.58,78.81,5.09,0.0,42.35,0,0.3303,81,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,-3.37,-0.21,60.0,83.2,2.16,1548.3,1.335,1.349,0.722,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0000740,2025-06-20 13:18:32.993000,South,SUB-022,TR-022014,15.2993,74.124,41.0,45.47,1.77,50.0,48.0,0.9486,43.0,98.1,6.8,0.0,11.27,0,0.0402,31,Low,Unexpected Consumption,2026-09-05T19:42:40.361482,batch_001,1.0,0.0,87.2,95.0,1.77,1442.6,-0.254,-0.549,0.125,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0012749,2025-06-20 13:18:30.806264,Central,SUB-016,TR-016007,24.8688,76.6562,41.0,36.72,1.4,50.1,48.0,0.9274,40.73,23.89,3.74,0.0,2.05,0,0.06,31,Low,Generation Drop,2026-09-05T19:42:40.361482,batch_001,1.0,0.1,81.8,95.0,1.4,638.8,-0.254,-0.844,-0.442,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0021601,2025-06-20 13:17:14.288552,West,SUB-007,TR-007019,18.5204,73.8567,37.47,75.26,2.38,50.16,84.0,0.8428,50.61,-10.24,-2.29,0.0,4.61,0,0.2681,72,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,-2.53,0.16,60.7,87.4,2.38,447.2,1.356,0.442,1.058,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0013715,2025-06-20 13:16:57.252868,East,SUB-012,TR-012015,23.2599,77.4126,39.91,40.4,1.49,50.03,48.0,0.9228,42.79,27.76,21.29,0.0,3.37,0,0.01,28,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.09,0.03,80.7,99.6,1.49,130.4,-0.254,-0.576,-0.304,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0015416,2025-06-20 13:16:53.487780,Central,SUB-016,TR-016009,24.8688,76.6562,43.49,72.1,2.82,50.23,84.0,0.9,51.68,47.21,-1.5,0.0,9.53,0,0.3025,84,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,3.49,0.23,75.0,82.6,2.82,-3147.3,1.356,0.581,1.732,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0022755,2025-06-20 13:15:32.548026,Central,SUB-028,TR-028007,20.2884,76.2009,39.77,48.89,1.81,49.97,48.0,0.9326,43.05,-38.5,-8.54,0.0,3.95,0,0.0144,23,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.23,-0.03,83.2,98.8,1.81,450.8,-0.254,-0.542,0.186,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0122297,2025-06-20 13:14:59.069639,North,SUB-024,TR-024011,26.7461,78.9824,41.0,52.04,1.97,50.01,48.0,0.9246,41.51,65.04,-2.26,0.0,4.97,0,0.042,26,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,1.0,0.01,81.2,95.0,1.97,-2877.9,-0.254,-0.743,0.431,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0006121,2025-06-20 13:14:23.210834,South,SUB-022,TR-022008,15.2993,74.124,41.0,44.95,1.71,49.97,48.0,0.9299,44.84,-31.44,-7.68,0.0,12.0,0,0.0466,31,Low,Power Factor Anomaly,2026-09-05T19:42:40.361482,batch_001,1.0,-0.03,82.5,95.0,1.71,409.4,-0.254,-0.309,0.033,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0046271,2025-06-20 13:13:04.818698,West,SUB-005,TR-005015,19.076,72.8777,37.47,76.45,2.35,49.84,84.0,0.8197,50.0,-32.35,-7.33,0.0,3.12,0,0.2769,72,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,-2.53,-0.16,54.9,87.4,2.35,441.3,1.356,0.362,1.012,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0066360,2025-06-20 13:12:37.789838,West,SUB-025,TR-025001,24.4781,73.3114,37.25,75.48,2.47,49.85,83.75,0.8801,54.66,2.5,-6.52,0.0,24.27,0,0.262,74,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,-2.75,-0.15,70.0,86.2,2.47,-38.3,1.344,0.969,1.196,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0093483,2025-06-20 13:12:29.989666,South,SUB-009,TR-009017,17.385,78.4867,39.0,40.82,1.56,49.98,48.0,0.9778,41.26,-59.02,24.81,0.0,6.07,0,0.045,29,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-1.0,-0.02,94.4,95.0,1.56,-237.9,-0.254,-0.775,-0.197,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0048534,2025-06-20 13:12:25.731180,North-East,SUB-017,TR-017018,28.296,76.592,39.28,37.18,1.37,49.98,48.0,0.9384,39.9,-75.49,-19.41,0.0,12.0,0,0.0328,24,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.72,-0.02,84.6,96.4,1.37,388.9,-0.254,-0.952,-0.488,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0012124,2025-06-20 13:11:31.564318,North-East,SUB-017,TR-017007,28.296,76.592,39.98,47.84,1.84,49.99,48.0,0.9613,41.21,2.32,11.61,0.0,2.14,0,0.0036,22,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.02,-0.01,90.3,99.9,1.84,20.0,-0.254,-0.782,0.232,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0044346,2025-06-20 13:11:21.284806,North,SUB-003,TR-003010,32.3246,74.7901,39.0,43.95,1.56,49.9,48.0,0.9072,41.72,-34.08,3.23,0.0,3.89,0,0.06,34,Low,Generation Drop,2026-09-05T19:42:40.361482,batch_001,-1.0,-0.1,76.8,95.0,1.55,-1055.1,-0.254,-0.716,-0.197,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0067665,2025-06-20 13:10:42.311042,North,SUB-029,TR-029020,26.9124,75.7873,39.0,50.61,1.78,50.01,48.0,0.9,38.96,42.39,17.9,0.0,2.07,0,0.0422,27,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-1.0,0.01,75.0,95.0,1.78,236.8,-0.254,-1.075,0.14,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0094618,2025-06-20 13:10:10.838034,West,SUB-007,TR-007004,18.5204,73.8567,37.09,81.94,2.66,50.23,84.0,0.8754,56.54,-43.38,16.44,0.0,14.61,0,0.3003,77,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,-2.91,0.23,68.8,85.4,2.66,-263.9,1.356,1.213,1.487,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0002474,2025-06-20 13:09:16.144577,East,SUB-011,TR-011005,22.5726,88.3639,37.37,78.97,2.63,50.23,84.0,0.8923,53.03,5.24,-2.87,0.0,15.46,0,0.2702,73,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,-2.63,0.23,73.1,86.8,2.63,-182.6,1.356,0.757,1.441,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0021546,2025-06-20 13:08:02.121917,East,SUB-020,TR-020002,25.5941,82.472,39.35,39.41,1.44,49.94,48.0,0.9316,42.4,9.93,17.99,0.0,2.78,0,0.0379,29,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.65,-0.06,82.9,96.8,1.44,55.2,-0.254,-0.627,-0.381,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0149834,2025-06-20 13:07:44.799604,Central,SUB-014,TR-014008,26.8206,80.2701,39.76,43.69,1.71,49.97,48.0,0.9834,41.36,43.5,-28.43,0.0,2.35,0,0.0144,24,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.24,-0.03,95.9,98.8,1.71,-153.0,-0.254,-0.762,0.033,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0034183,2025-06-20 13:06:22.699488,South,SUB-026,TR-026020,17.3618,78.531,40.21,41.75,1.59,50.09,48.0,0.9442,42.6,1.68,-3.91,0.0,12.0,0,0.027,26,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.21,0.09,86.1,99.0,1.59,-43.0,-0.254,-0.601,-0.151,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0060587,2025-06-20 13:05:36.171712,North,SUB-024,TR-024013,26.7461,78.9824,43.46,81.44,3.19,49.78,84.0,0.9,52.38,12.36,-0.74,0.0,29.96,0,0.2986,79,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,3.46,-0.22,75.0,82.7,3.19,-1670.3,1.356,0.672,2.298,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0008220,2025-06-20 13:05:11.272865,South,SUB-009,TR-009004,17.385,78.4867,41.0,35.47,1.36,50.0,48.0,0.932,43.39,45.57,39.33,0.0,12.0,0,0.0404,31,Low,Generation Drop,2026-09-05T19:42:40.361482,batch_001,1.0,0.0,83.0,95.0,1.36,115.9,-0.254,-0.498,-0.503,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
EVT-0116101,2025-06-20 13:02:26.931067,North,SUB-003,TR-003012,32.3246,74.7901,39.8,42.67,1.56,50.04,48.0,0.919,41.45,-39.26,7.72,0.0,9.52,0,0.0152,25,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.2,0.04,79.8,99.0,1.56,-508.5,-0.254,-0.751,-0.197,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-20
EVT-0099861,2025-06-20 13:02:16.289442,South,SUB-009,TR-009007,17.385,78.4867,42.89,69.48,2.68,50.24,84.0,0.9,51.7,32.12,-17.84,0.0,4.48,0,0.2794,78,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,2.89,0.24,75.0,85.6,2.68,-180.0,1.356,0.583,1.518,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-20
