event_id,timestamp,region,substation_id,transformer_id,latitude,longitude,voltage_kv,current_amp,power_mw,frequency_hz,load_percent,power_factor,temperature_c,energy_generated_mwh,energy_consumed_mwh,outage_duration_min,communication_latency_ms,fault_indicator,anomaly_score,risk_score,status,anomaly_type
EVT-0006467,2025-04-30 13:46:20.494160,North-East,SUB-017,TR-017008,28.296,76.592,39.36,49.4,1.81,49.97,48.0,0.9298,41.73,46.81,-23.37,0.0,10.24,0,0.0317,26,Normal,Normal
EVT-0006468,2025-06-10 07:59:19.553566,Central,SUB-014,TR-014019,26.8206,80.2701,43.32,54.77,2.06,49.82,65.14,0.8667,50.0,-19.21,11.28,0.0,15.02,0,0.1797,62,Warning,Compound Anomaly
EVT-0006469,2025-06-27 19:57:43.036259,North,SUB-003,TR-003008,32.3246,74.7901,40.03,35.81,1.33,50.01,27.74,0.9296,38.29,-18.78,22.5,0.0,1.01,0,0.0036,8,Normal,Voltage Fluctuation
EVT-0006470,2025-05-30 01:31:31.630639,North,SUB-001,TR-001020,28.6139,77.209,37.06,63.72,1.98,50.22,70.0,0.84,56.0,-39.92,10.84,0.0,30.63,0,0.1901,68,Warning,Transformer Fault
EVT-0006471,2025-05-14 09:27:34.176988,South,SUB-008,TR-008017,13.0827,80.2707,36.47,71.33,2.28,50.26,84.0,0.8783,51.32,-16.18,-17.52,0.0,15.4,0,0.3167,80,High Risk,Overload
EVT-0006472,2025-04-09 10:06:51.410735,East,SUB-020,TR-020002,25.5941,82.472,42.93,77.46,2.99,50.22,84.0,0.9,55.6,-28.22,23.07,0.0,4.87,0,0.2835,79,High Risk,Overload
EVT-0006473,2025-05-29 08:37:16.600393,West,SUB-025,TR-025010,24.4781,73.3114,39.8,41.06,1.53,49.98,48.0,0.9352,43.0,-1.44,-12.44,0.0,4.86,0,0.0124,29,Normal,Normal
EVT-0006474,2025-04-05 15:39:58.163230,East,SUB-013,TR-013014,21.1466,79.0882,36.37,90.37,2.13,50.42,100.0,0.6479,66.54,-75.11,2.17,0.0,15.33,0,0.6602,100,Critical,Compound Anomaly
EVT-0006475,2025-04-14 14:51:39.472391,East,SUB-011,TR-011014,22.5726,88.3639,44.63,85.34,2.97,50.42,100.0,0.78,63.0,-50.67,0.57,0.0,6.57,1,0.8261,100,Critical,Compound Anomaly
EVT-0006476,2025-05-24 20:19:21.542361,Central,SUB-015,TR-015002,25.3948,79.4625,42.53,56.59,2.17,49.76,58.0,0.9,50.0,13.82,12.51,0.0,20.81,0,0.1494,55,Warning,Generation Drop
EVT-0006477,2025-05-06 01:13:13.491929,East,SUB-023,TR-023014,21.2787,82.1406,43.11,43.16,1.48,50.26,58.0,0.7946,50.0,35.4,-19.23,0.0,14.66,0,0.2112,62,Warning,Frequency Deviation
EVT-0006478,2025-05-04 08:43:42.201759,North,SUB-001,TR-001012,28.6139,77.209,41.16,49.79,1.99,50.13,61.09,0.97,46.12,60.25,12.23,0.0,13.88,0,0.0723,43,Low,Generation Drop
EVT-0006479,2025-04-11 02:52:08.625838,North-East,SUB-027,TR-027007,28.5355,76.2346,41.0,14.93,0.57,49.97,18.46,0.9357,37.15,-23.73,6.07,0.0,1.74,0,0.0466,4,Normal,Normal
EVT-0006480,2025-06-27 05:51:51.453306,East,SUB-023,TR-023013,21.2787,82.1406,35.76,66.98,1.87,49.62,85.0,0.78,63.0,-58.22,8.98,0.0,36.59,0,0.4781,89,Critical,Compound Anomaly
EVT-0006481,2025-05-23 12:53:22.883265,South,SUB-022,TR-022014,15.2993,74.124,39.02,44.99,1.7,50.01,48.0,0.967,41.89,21.29,8.36,0.0,12.0,0,0.0417,31,Low,Generation Drop
EVT-0006482,2025-05-27 18:11:43.701570,North-East,SUB-018,TR-018001,29.0588,76.0231,36.25,77.76,2.0,50.35,85.0,0.7097,63.0,39.11,0.66,0.0,9.87,0,0.4749,89,Critical,Overload
EVT-0006483,2025-05-09 23:54:57.680394,South,SUB-009,TR-009001,17.385,78.4867,40.29,32.13,1.19,49.96,22.71,0.9172,35.36,38.06,-16.01,0.0,10.43,0,0.02,8,Normal,Normal
EVT-0006484,2025-06-22 06:11:32.544744,East,SUB-013,TR-013008,21.1466,79.0882,40.29,35.43,1.38,49.9,36.21,0.9681,38.69,12.05,11.66,0.0,12.0,0,0.0316,15,Normal,Normal
EVT-0006485,2025-06-04 21:44:54.093992,South,SUB-010,TR-010006,12.9716,77.5946,37.58,54.47,1.79,50.25,58.0,0.8724,50.0,-22.56,-6.24,0.0,5.88,0,0.1552,56,Warning,Unexpected Consumption
EVT-0006486,2025-06-28 11:20:25.386936,Central,SUB-015,TR-015018,25.3948,79.4625,37.52,76.55,2.58,49.82,84.0,0.9,52.92,4.46,45.21,0.0,4.51,0,0.2511,74,High Risk,Overload
EVT-0006487,2025-06-28 09:42:26.126233,West,SUB-019,TR-019004,22.3167,78.03,35.37,76.15,2.1,50.39,88.08,0.78,63.4,17.13,4.52,0.0,79.89,0,0.5242,93,Critical,Voltage Fluctuation
EVT-0006488,2025-04-13 04:42:40.183252,North,SUB-024,TR-024007,26.7461,78.9824,39.0,28.1,1.06,50.07,31.67,0.9675,38.74,-7.38,19.19,0.0,4.97,0,0.053,16,Normal,Normal
EVT-0006489,2025-04-13 11:45:19.293971,East,SUB-013,TR-013013,21.1466,79.0882,39.62,51.24,1.89,49.9,48.0,0.93,42.79,2.59,1.69,0.0,2.37,0,0.0352,26,Normal,Normal
EVT-0006490,2025-06-14 15:04:45.147438,Central,SUB-014,TR-014010,26.8206,80.2701,36.75,78.83,2.59,50.22,82.87,0.8957,51.19,31.8,-0.1,0.0,7.62,0,0.2826,78,High Risk,Overload
EVT-0006491,2025-06-16 03:57:14.843164,North,SUB-002,TR-002003,26.9124,75.7873,37.52,58.34,1.65,49.71,70.0,0.7549,56.0,21.5,23.13,0.0,12.57,1,0.4141,81,High Risk,Transformer Fault
EVT-0006492,2025-05-27 20:12:41.390607,West,SUB-025,TR-025007,24.4781,73.3114,36.01,77.2,2.17,49.56,85.0,0.78,63.0,3.02,18.38,0.0,8.5,0,0.4788,94,Critical,Generation Drop
EVT-0006493,2025-05-15 16:45:19.424488,North,SUB-004,TR-004012,25.2048,77.3948,41.0,36.51,1.36,49.95,48.0,0.9118,43.46,106.44,-17.69,0.0,2.62,0,0.0492,30,Low,Power Factor Anomaly
EVT-0006494,2025-04-28 07:52:30.935654,North,SUB-001,TR-001001,28.6139,77.209,42.63,71.42,2.74,50.16,73.99,0.9,50.0,7.95,12.17,0.0,5.13,0,0.1702,64,Warning,Unexpected Consumption
EVT-0006495,2025-05-07 01:53:38.892326,West,SUB-006,TR-006020,23.0225,72.5799,39.42,15.17,0.57,49.98,22.48,0.9537,41.24,-65.45,-19.81,0.0,2.49,0,0.0273,14,Normal,Normal
EVT-0006496,2025-06-30 10:32:07.884095,North-East,SUB-027,TR-027020,28.5355,76.2346,37.8,68.56,2.09,49.76,84.0,0.8054,56.12,9.42,40.97,0.0,3.53,0,0.2927,74,High Risk,Overload
EVT-0006497,2025-04-05 10:09:58.255944,West,SUB-006,TR-006007,23.0225,72.5799,36.42,73.21,2.05,50.22,84.0,0.7672,50.0,33.15,-19.41,0.0,7.71,1,0.5486,86,Critical,Transformer Fault
EVT-0006498,2025-04-14 12:00:57.128582,North,SUB-003,TR-003005,32.3246,74.7901,43.33,76.37,2.87,50.25,84.0,0.8668,53.11,-71.96,1.48,0.0,8.06,0,0.3101,83,High Risk,Overload
EVT-0006499,2025-05-04 11:10:36.233190,East,SUB-011,TR-011012,22.5726,88.3639,36.74,88.33,2.92,49.82,84.0,0.9,51.42,-12.72,5.79,0.0,4.8,0,0.284,77,High Risk,Overload
EVT-0006500,2025-04-22 08:46:40.560534,West,SUB-007,TR-007018,18.5204,73.8567,39.33,61.0,2.27,50.08,64.42,0.9443,47.58,13.23,-33.9,0.0,20.89,0,0.0425,41,Low,Generation Drop
EVT-0006501,2025-04-26 12:36:16.984219,East,SUB-011,TR-011007,22.5726,88.3639,43.15,76.06,2.69,49.81,90.0,0.8205,59.02,-32.9,0.51,0.0,25.65,0,0.3913,84,High Risk,Overload
EVT-0006502,2025-04-19 06:44:53.863263,West,SUB-005,TR-005019,19.076,72.8777,39.2,42.62,1.52,49.9,48.0,0.9083,41.93,-19.33,3.31,0.0,4.68,0,0.0517,27,Normal,Normal
EVT-0006503,2025-05-19 00:53:25.509962,North,SUB-004,TR-004014,25.2048,77.3948,42.61,67.5,2.42,49.75,70.0,0.84,56.0,6.51,21.86,0.0,48.9,0,0.1833,66,Warning,Unexpected Consumption
EVT-0006504,2025-05-27 06:07:21.245627,North-East,SUB-027,TR-027013,28.5355,76.2346,39.0,36.31,1.31,50.01,43.44,0.9227,42.59,42.65,2.49,0.0,1.09,0,0.0423,25,Normal,Normal
EVT-0006505,2025-04-23 17:34:42.872020,North-East,SUB-017,TR-017019,28.296,76.592,42.67,65.32,2.3,49.8,70.56,0.8269,50.0,-25.42,22.36,0.0,3.8,0,0.1752,64,Warning,Overload
EVT-0006506,2025-06-28 12:28:02.753550,Central,SUB-028,TR-028020,20.2884,76.2009,42.47,84.11,3.21,50.22,82.75,0.9,51.66,6.04,-12.87,0.0,3.74,0,0.249,73,High Risk,Generation Drop
EVT-0006507,2025-06-20 13:22:05.731322,East,SUB-012,TR-012005,23.2599,77.4126,36.69,77.49,2.43,50.21,84.0,0.8548,54.42,41.72,27.75,0.0,7.97,0,0.3055,79,High Risk,Overload
EVT-0006508,2025-05-11 15:55:10.377406,East,SUB-012,TR-012005,23.2599,77.4126,42.08,64.79,2.54,50.12,66.0,0.93,50.24,-3.85,11.23,25.87,10.57,0,0.1079,57,Warning,Compound Anomaly
EVT-0006509,2025-06-28 11:57:39.461484,North,SUB-001,TR-001004,28.6139,77.209,36.94,73.53,2.26,49.78,84.0,0.8335,50.0,84.43,39.54,0.0,5.44,0,0.3052,78,High Risk,Overload
EVT-0006510,2025-06-14 08:24:25.442244,East,SUB-023,TR-023016,21.2787,82.1406,39.27,39.32,1.49,50.08,48.0,0.9648,41.11,89.23,32.56,0.0,7.42,0,0.0458,27,Normal,Normal
EVT-0006511,2025-05-30 17:08:43.454639,Central,SUB-028,TR-028017,20.2884,76.2009,40.01,41.73,1.63,50.02,48.0,0.9733,42.97,-33.53,7.46,0.0,1.06,0,0.0054,27,Normal,Normal
EVT-0006512,2025-06-25 00:03:34.206797,West,SUB-006,TR-006005,23.0225,72.5799,39.71,21.26,0.79,50.0,20.55,0.9366,36.22,-13.27,-3.43,0.0,4.84,0,0.0122,4,Normal,Normal
EVT-0006513,2025-05-25 13:38:42.677933,Central,SUB-028,TR-028014,20.2884,76.2009,41.0,39.76,1.61,49.98,48.0,0.9877,40.82,-20.01,17.09,0.0,12.0,0,0.0441,31,Low,Generation Drop
EVT-0006514,2025-06-01 14:16:50.868457,West,SUB-005,TR-005017,19.076,72.8777,36.54,77.76,2.14,49.73,83.24,0.752,56.0,-29.81,11.82,0.0,5.26,1,0.56,92,Critical,Overload
EVT-0006515,2025-05-22 14:57:17.028538,South,SUB-022,TR-022011,15.2993,74.124,37.29,77.15,2.59,49.8,84.0,0.9,51.51,-82.81,-34.21,0.0,10.78,0,0.2654,75,High Risk,Overload
EVT-0006516,2025-06-26 05:42:08.151375,Central,SUB-028,TR-028020,20.2884,76.2009,40.35,35.71,1.33,50.09,40.0,0.9257,44.0,-32.34,-25.04,0.0,2.5,0,0.0315,24,Normal,Normal
EVT-0006517,2025-04-30 08:42:45.697119,West,SUB-019,TR-019019,22.3167,78.03,39.78,38.85,1.45,50.05,48.0,0.9386,43.21,1.28,0.23,0.0,7.78,0,0.018,24,Normal,Normal
EVT-0006518,2025-05-14 14:44:27.697063,North-East,SUB-018,TR-018003,29.0588,76.0231,40.37,45.76,1.78,50.1,48.0,0.9657,40.2,-26.99,26.78,0.0,6.25,0,0.0344,25,Normal,Normal
EVT-0006519,2025-06-03 02:08:14.170507,North,SUB-002,TR-002001,26.9124,75.7873,37.65,32.65,1.1,50.15,40.0,0.8916,44.0,-46.51,7.56,0.0,9.39,0,0.1264,37,Low,Temperature Spike
EVT-0006520,2025-06-24 18:01:16.244956,North,SUB-002,TR-002005,26.9124,75.7873,39.58,34.9,1.28,49.98,37.06,0.9264,40.58,28.38,59.96,0.0,2.52,0,0.0201,16,Normal,Normal
EVT-0006521,2025-06-30 08:45:53.851382,North,SUB-001,TR-001010,28.6139,77.209,36.99,69.22,2.28,50.24,72.22,0.892,50.0,29.12,20.0,0.0,7.37,0,0.1889,65,Warning,Generation Drop
EVT-0006522,2025-05-10 08:11:11.729018,West,SUB-021,TR-021015,19.6776,72.7323,42.62,79.93,3.07,50.23,84.0,0.9,50.51,-2.65,-3.94,0.0,12.31,0,0.2684,74,High Risk,Overload
EVT-0006523,2025-06-09 09:40:15.298742,West,SUB-007,TR-007014,18.5204,73.8567,41.0,37.89,1.42,50.07,48.0,0.9134,41.09,-33.79,-28.15,0.0,5.52,0,0.0532,33,Low,Temperature Spike
EVT-0006524,2025-05-13 16:23:24.773193,Central,SUB-016,TR-016018,24.8688,76.6562,36.7,66.36,2.13,50.17,79.92,0.8758,50.0,-17.65,7.6,0.0,6.84,0,0.2563,72,High Risk,Temperature Spike
EVT-0006525,2025-05-27 06:57:04.577142,North,SUB-003,TR-003004,32.3246,74.7901,36.22,61.18,1.77,49.79,70.0,0.7995,56.0,-68.85,-5.24,23.89,11.32,0,0.2355,69,Warning,Voltage Fluctuation
EVT-0006526,2025-04-24 07:46:54.357833,North-East,SUB-027,TR-027015,28.5355,76.2346,37.38,75.48,2.33,49.84,72.27,0.827,50.0,-97.29,5.62,0.0,6.21,0,0.1807,60,Warning,Power Factor Anomaly
EVT-0006527,2025-06-13 03:07:19.015379,North,SUB-004,TR-004019,25.2048,77.3948,36.52,82.92,2.36,49.67,85.0,0.78,63.0,18.88,20.34,0.0,28.4,0,0.4361,90,Critical,Frequency Deviation
EVT-0006528,2025-06-30 08:31:15.822991,Central,SUB-028,TR-028020,20.2884,76.2009,35.46,82.49,1.97,50.38,91.17,0.6729,63.0,41.75,-29.35,0.0,18.34,1,0.7762,100,Critical,Compound Anomaly
EVT-0006529,2025-05-22 19:49:23.435471,North-East,SUB-017,TR-017015,28.296,76.592,39.76,28.26,1.03,49.99,21.69,0.9202,41.28,-38.44,-32.65,0.0,11.98,0,0.0124,4,Normal,Normal
EVT-0006530,2025-06-02 08:31:15.759835,North,SUB-001,TR-001003,28.6139,77.209,36.55,69.83,2.07,50.29,81.77,0.8119,56.0,27.17,15.25,0.0,7.79,1,0.5311,94,Critical,Frequency Deviation
EVT-0006531,2025-06-01 07:22:32.469780,North,SUB-003,TR-003003,32.3246,74.7901,43.42,63.38,2.48,49.77,68.16,0.9,50.0,-7.87,-16.92,0.0,9.04,0,0.1835,69,Warning,Communication Failure
EVT-0006532,2025-04-08 06:40:33.198872,West,SUB-005,TR-005020,19.076,72.8777,40.82,32.53,1.28,50.05,32.5,0.964,40.87,57.64,2.14,0.0,12.0,0,0.0436,22,Normal,Normal
EVT-0006533,2025-05-21 17:15:01.504325,North-East,SUB-027,TR-027001,28.5355,76.2346,41.93,58.22,2.32,50.07,60.89,0.9512,44.0,6.58,-10.49,0.0,8.71,0,0.0915,46,Low,Generation Drop
EVT-0006534,2025-06-10 11:54:02.519839,West,SUB-005,TR-005004,19.076,72.8777,42.43,86.14,3.07,49.72,90.0,0.84,56.0,-13.3,-21.26,0.0,6.94,0,0.349,85,Critical,Overload
EVT-0006535,2025-04-20 01:52:54.049730,West,SUB-025,TR-025019,24.4781,73.3114,43.63,71.92,2.32,50.38,85.0,0.741,63.0,48.15,9.12,0.0,35.39,0,0.4653,87,Critical,Overload
EVT-0006536,2025-06-06 08:01:01.677730,East,SUB-013,TR-013004,21.1466,79.0882,39.19,44.88,1.68,50.04,48.0,0.9579,42.85,-66.4,-15.66,0.0,11.17,0,0.0407,34,Low,Temperature Spike
EVT-0006537,2025-05-31 11:46:25.830912,South,SUB-009,TR-009010,17.385,78.4867,35.45,93.67,2.3,50.4,100.0,0.6933,63.0,23.13,12.12,0.0,19.9,0,0.6481,100,Critical,Compound Anomaly
EVT-0006538,2025-06-23 08:39:45.891252,Central,SUB-028,TR-028017,20.2884,76.2009,40.9,41.02,1.54,50.03,48.0,0.9177,42.72,70.16,-22.91,0.0,1.29,0,0.0414,32,Low,Generation Drop
EVT-0006539,2025-04-05 16:48:42.339957,South,SUB-010,TR-010010,12.9716,77.5946,43.75,79.92,2.66,49.71,77.3,0.762,56.0,34.26,-15.05,0.0,10.66,1,0.5235,91,Critical,Generation Drop
EVT-0006540,2025-04-17 11:14:38.715490,West,SUB-006,TR-006011,23.0225,72.5799,43.42,85.31,2.98,49.74,90.0,0.8033,56.0,23.55,9.42,8.08,5.13,0,0.3966,87,Critical,Overload
EVT-0006541,2025-04-16 19:29:02.460024,West,SUB-021,TR-021004,19.6776,72.7323,43.57,43.61,1.71,50.23,58.0,0.9,50.0,16.68,14.35,0.0,19.37,0,0.188,62,Warning,Voltage Fluctuation
EVT-0006542,2025-04-11 16:37:34.993821,West,SUB-021,TR-021012,19.6776,72.7323,39.0,37.05,1.34,49.97,48.0,0.9288,42.79,0.04,6.29,0.0,6.65,0,0.0464,30,Low,Unexpected Consumption
EVT-0006543,2025-04-09 20:53:08.427559,Central,SUB-015,TR-015018,25.3948,79.4625,39.25,20.02,0.74,50.05,21.22,0.945,40.54,-81.11,-14.56,0.0,12.0,0,0.0392,11,Normal,Normal
EVT-0006544,2025-06-18 15:49:13.130451,North-East,SUB-027,TR-027005,28.5355,76.2346,42.73,70.75,2.49,49.79,82.51,0.8251,53.09,0.56,6.27,0.0,3.81,0,0.28,77,High Risk,Generation Drop
EVT-0006545,2025-05-31 02:59:36.703413,West,SUB-021,TR-021014,19.6776,72.7323,40.54,15.74,0.62,50.03,18.96,0.9679,40.04,44.63,31.18,0.0,1.24,0,0.0285,5,Normal,Normal
EVT-0006546,2025-05-20 21:40:55.624499,North,SUB-001,TR-001016,28.6139,77.209,34.68,79.04,2.14,50.36,85.0,0.78,63.0,51.32,24.68,0.0,24.88,1,0.7159,100,Critical,Compound Anomaly
EVT-0006547,2025-04-26 10:54:51.211745,South,SUB-026,TR-026014,17.3618,78.531,43.05,75.61,2.89,50.2,84.0,0.8881,50.0,-67.45,-25.44,0.0,9.44,0,0.2824,76,High Risk,Overload
EVT-0006548,2025-06-22 20:54:10.136702,West,SUB-025,TR-025011,24.4781,73.3114,41.93,42.82,1.7,49.98,40.0,0.9481,44.0,0.54,-2.89,0.0,3.54,0,0.0812,31,Low,Generation Drop
EVT-0006549,2025-06-20 11:09:55.277751,Central,SUB-016,TR-016016,24.8688,76.6562,42.84,82.96,2.41,50.22,90.0,0.6777,56.5,4.15,-19.44,0.0,7.63,1,0.6104,90,Critical,Overload
EVT-0006550,2025-06-04 21:16:30.124826,North-East,SUB-017,TR-017005,28.296,76.592,41.0,17.95,0.69,50.08,28.48,0.9421,38.0,52.3,6.03,0.0,1.46,0,0.0563,14,Normal,Normal
EVT-0006551,2025-05-20 11:49:50.289640,West,SUB-007,TR-007005,18.5204,73.8567,42.83,76.54,2.45,50.23,87.36,0.7488,56.22,-53.65,-4.1,0.0,12.54,1,0.5649,92,Critical,Overload
EVT-0006552,2025-04-20 12:33:53.770619,South,SUB-010,TR-010015,12.9716,77.5946,42.99,91.3,3.38,49.78,84.0,0.8617,51.77,14.68,-10.71,0.0,24.71,0,0.2925,77,High Risk,Overload
EVT-0006553,2025-05-30 03:54:00.502311,Central,SUB-028,TR-028006,20.2884,76.2009,39.0,20.85,0.75,49.96,15.67,0.9256,39.32,34.22,6.12,0.0,12.0,0,0.0485,6,Normal,Normal
EVT-0006554,2025-06-17 21:31:32.979531,Central,SUB-016,TR-016014,24.8688,76.6562,42.56,45.49,1.74,50.24,58.0,0.9,50.0,-9.15,0.26,0.0,13.12,0,0.1512,53,Warning,Overload
EVT-0006555,2025-04-14 03:04:45.091768,East,SUB-011,TR-011019,22.5726,88.3639,37.19,60.33,1.89,50.23,70.0,0.84,56.0,-34.18,13.27,0.0,5.85,0,0.1873,68,Warning,Frequency Deviation
EVT-0006556,2025-04-19 03:05:49.607837,North,SUB-002,TR-002015,26.9124,75.7873,40.26,17.18,0.65,49.99,26.66,0.9412,40.12,101.55,-16.04,0.0,12.0,0,0.0117,8,Normal,Normal
EVT-0006557,2025-04-12 00:33:20.382759,North,SUB-001,TR-001010,28.6139,77.209,40.94,12.95,0.51,49.93,15.0,0.9551,36.0,-10.34,0.04,0.0,12.0,0,0.0516,8,Normal,Normal
EVT-0006558,2025-05-15 19:52:29.166824,South,SUB-008,TR-008012,13.0827,80.2707,40.2,22.49,0.86,49.94,18.1,0.9564,39.94,-26.87,-2.7,0.0,3.3,0,0.0204,4,Normal,Normal
EVT-0006559,2025-05-23 05:19:31.247662,South,SUB-010,TR-010006,12.9716,77.5946,39.64,21.54,0.81,49.9,26.36,0.9508,40.46,7.14,16.72,0.0,3.0,0,0.0345,13,Normal,Normal
EVT-0006560,2025-06-05 09:11:36.264505,East,SUB-013,TR-013013,21.1466,79.0882,40.12,41.2,1.49,50.06,48.0,0.9039,41.76,-30.34,-10.06,0.0,6.13,0,0.0172,25,Normal,Normal
EVT-0006561,2025-04-04 19:12:43.950913,North-East,SUB-027,TR-027011,28.5355,76.2346,40.04,16.13,0.58,50.03,15.0,0.9,37.39,67.38,45.88,0.0,10.27,0,0.007,0,Normal,Normal
EVT-0006562,2025-06-23 22:41:05.841539,West,SUB-005,TR-005005,19.076,72.8777,40.17,20.28,0.77,49.98,28.58,0.9457,39.22,73.29,-10.3,0.0,4.55,0,0.0107,7,Normal,Normal
EVT-0006563,2025-06-16 10:04:53.182468,West,SUB-005,TR-005010,19.076,72.8777,37.34,85.25,2.67,50.24,89.63,0.84,62.88,-17.33,-61.48,0.0,20.86,0,0.4042,87,Critical,Overload
EVT-0006564,2025-04-18 16:26:53.182048,East,SUB-020,TR-020020,25.5941,82.472,43.77,80.43,2.96,50.22,75.12,0.84,56.0,-35.19,12.04,0.0,30.52,0,0.2653,75,High Risk,Voltage Fluctuation
EVT-0006565,2025-06-07 03:40:15.667666,East,SUB-013,TR-013003,21.1466,79.0882,39.64,17.23,0.65,50.05,20.3,0.9577,39.36,30.73,-7.5,0.0,8.13,0,0.025,5,Normal,Normal
EVT-0006566,2025-04-14 11:30:23.448908,Central,SUB-028,TR-028003,20.2884,76.2009,37.18,60.62,1.98,49.82,84.0,0.8778,53.0,19.51,20.35,0.0,12.25,0,0.2726,76,High Risk,Generation Drop
EVT-0006567,2025-04-10 20:01:37.672572,South,SUB-022,TR-022004,15.2993,74.124,42.68,56.85,2.04,50.2,70.0,0.84,56.0,24.79,23.53,0.0,21.29,0,0.1748,68,Warning,Generation Drop
EVT-0006568,2025-05-18 13:28:29.946577,South,SUB-022,TR-022012,15.2993,74.124,39.4,34.76,1.26,49.93,48.0,0.9167,41.27,-4.09,29.71,0.0,2.18,0,0.0388,28,Normal,Normal
EVT-0006569,2025-04-15 23:08:50.134810,North-East,SUB-017,TR-017016,28.296,76.592,37.19,59.43,1.8,49.79,70.0,0.8144,56.0,-118.24,28.18,0.0,7.39,1,0.392,80,High Risk,Transformer Fault
EVT-0006570,2025-06-13 11:45:45.801560,West,SUB-006,TR-006003,23.0225,72.5799,37.05,77.84,2.23,49.77,84.13,0.7738,56.0,-28.74,3.37,0.0,18.22,0,0.3317,80,High Risk,Overload
EVT-0006571,2025-04-19 09:22:20.580243,West,SUB-025,TR-025017,24.4781,73.3114,37.62,70.92,2.3,49.78,83.07,0.8605,50.9,-60.28,2.2,0.0,9.46,0,0.2613,76,High Risk,Overload
EVT-0006572,2025-05-08 06:17:53.024945,North,SUB-004,TR-004019,25.2048,77.3948,43.21,74.36,2.7,50.25,70.0,0.84,56.0,55.02,3.25,0.0,33.08,0,0.2062,76,High Risk,Generation Drop
EVT-0006573,2025-05-28 09:19:45.967620,East,SUB-011,TR-011009,22.5726,88.3639,40.19,47.67,1.9,50.03,48.0,0.9936,43.01,-12.92,20.59,0.0,5.36,0,0.0141,29,Normal,Normal
EVT-0006574,2025-04-23 08:06:49.441850,Central,SUB-016,TR-016008,24.8688,76.6562,37.4,78.58,2.34,49.79,84.34,0.7977,56.0,54.72,3.75,0.0,15.83,1,0.5084,92,Critical,Transformer Fault
EVT-0006575,2025-06-24 09:50:41.658868,Central,SUB-014,TR-014004,26.8206,80.2701,40.65,43.47,1.66,50.06,48.0,0.9372,45.44,19.36,-18.26,0.0,1.46,0,0.0374,34,Low,Generation Drop
EVT-0006576,2025-06-20 12:19:14.572395,West,SUB-025,TR-025002,24.4781,73.3114,42.98,78.74,2.84,49.79,90.0,0.84,58.41,-1.27,13.51,0.0,14.71,0,0.3766,85,Critical,Overload
EVT-0006577,2025-04-23 04:18:16.088766,South,SUB-009,TR-009009,17.385,78.4867,39.5,20.63,0.79,49.97,15.89,0.9679,40.41,12.94,-3.45,0.0,3.45,0,0.0263,8,Normal,Normal
EVT-0006578,2025-06-26 15:48:04.989077,North,SUB-024,TR-024002,26.7461,78.9824,42.81,66.07,2.38,50.22,76.54,0.84,56.0,-64.28,0.51,0.0,12.12,0,0.2387,74,High Risk,Frequency Deviation
EVT-0006579,2025-04-19 05:51:24.850953,East,SUB-012,TR-012013,23.2599,77.4126,40.03,12.76,0.48,49.93,16.69,0.939,38.72,70.23,-44.83,0.0,2.45,0,0.0143,6,Normal,Normal
EVT-0006580,2025-06-28 21:32:11.505054,South,SUB-022,TR-022002,15.2993,74.124,40.43,38.14,1.47,49.8,40.0,0.9548,44.0,7.4,-15.48,0.0,22.0,0,0.057,27,Normal,Normal
EVT-0006581,2025-06-01 16:53:02.897944,North-East,SUB-017,TR-017014,28.296,76.592,42.23,79.7,3.03,50.22,75.51,0.9,51.97,53.73,-26.07,0.0,25.41,0,0.1786,69,Warning,Generation Drop
EVT-0006582,2025-06-28 00:25:36.174225,East,SUB-020,TR-020013,25.5941,82.472,40.3,13.98,0.53,50.07,16.71,0.9409,35.11,0.08,-10.75,0.0,7.44,0,0.0264,3,Normal,Normal
EVT-0006583,2025-05-02 01:45:57.612375,North,SUB-001,TR-001009,28.6139,77.209,37.6,54.81,1.65,49.84,58.0,0.8006,50.0,-85.88,14.16,0.0,19.38,0,0.1602,52,Warning,Voltage Fluctuation
EVT-0006584,2025-04-10 03:18:19.369740,Central,SUB-015,TR-015003,25.3948,79.4625,39.66,43.77,1.66,50.0,40.0,0.9571,44.0,34.76,13.2,63.64,6.86,0,0.0139,20,Normal,Normal
EVT-0006585,2025-06-17 21:27:17.725874,South,SUB-009,TR-009013,17.385,78.4867,38.71,31.55,1.13,50.09,40.0,0.9269,44.0,66.83,16.39,0.0,14.6,0,0.0697,29,Normal,Normal
EVT-0006586,2025-04-14 23:34:42.833806,South,SUB-008,TR-008007,13.0827,80.2707,39.0,33.84,1.23,49.97,20.72,0.9345,41.01,6.48,-0.55,0.0,1.69,0,0.0453,9,Normal,Normal
EVT-0006587,2025-06-23 19:55:48.564665,South,SUB-009,TR-009006,17.385,78.4867,41.0,32.46,1.26,50.1,32.43,0.9442,42.33,-7.4,46.31,0.0,9.53,0,0.06,20,Normal,Normal
EVT-0006588,2025-06-10 21:36:25.132994,South,SUB-008,TR-008012,13.0827,80.2707,40.28,32.08,1.22,50.02,32.13,0.9472,40.77,-32.48,3.67,0.0,12.0,0,0.0149,12,Normal,Normal
EVT-0006589,2025-05-16 07:41:53.386420,West,SUB-025,TR-025016,24.4781,73.3114,39.0,42.87,1.56,49.93,47.86,0.9347,43.41,102.22,-7.86,0.0,9.82,0,0.0546,29,Normal,Normal
